epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,11904.4,1.06166,0.54225,0.95387,0.82737,0.7322,0.81885,0.51078,1.26419,0.76862,1.09908,0.00130304,0.00130304,0.00130304
178,11971.6,1.0546,0.55328,0.94801,0.80281,0.73529,0.79233,0.46727,1.35252,0.81349,1.12587,0.00129908,0.00129908,0.00129908
179,12038.6,1.00205,0.51798,0.93831,0.80868,0.73994,0.81063,0.49517,1.32048,0.83218,1.11246,0.00129512,0.00129512,0.00129512
180,12105.5,0.99585,0.52198,0.93438,0.83175,0.75762,0.83423,0.50939,1.32291,0.72202,1.11206,0.00129116,0.00129116,0.00129116
181,12172.6,0.98588,0.53107,0.92483,0.81742,0.7554,0.8182,0.49746,1.31838,0.75487,1.11264,0.0012872,0.0012872,0.0012872
182,12239.7,0.969,0.52019,0.91543,0.79739,0.7737,0.83353,0.50667,1.28529,0.69823,1.09712,0.00128324,0.00128324,0.00128324
183,12306.5,0.97683,0.53821,0.92529,0.80356,0.77253,0.83228,0.51354,1.26464,0.73594,1.09595,0.00127928,0.00127928,0.00127928
184,12373.6,0.9839,0.52554,0.92638,0.82112,0.74613,0.81646,0.49948,1.27122,0.79771,1.09807,0.00127532,0.00127532,0.00127532
185,12440.4,0.98552,0.52298,0.91408,0.78884,0.73375,0.80089,0.48404,1.30136,0.80896,1.10119,0.00127136,0.00127136,0.00127136
186,12507.2,0.96503,0.52154,0.91888,0.76585,0.75851,0.79908,0.48817,1.29738,0.82376,1.0977,0.0012674,0.0012674,0.0012674
187,12574.3,1.01052,0.52692,0.92719,0.83361,0.74451,0.82388,0.50023,1.3791,0.76958,1.12783,0.00126344,0.00126344,0.00126344
188,12641.3,0.99728,0.51451,0.93189,0.78124,0.78793,0.82287,0.49101,1.35974,0.76024,1.11372,0.00125948,0.00125948,0.00125948
189,12708.3,1.00946,0.52884,0.94135,0.83053,0.74458,0.82058,0.50885,1.27096,0.75036,1.09005,0.00125552,0.00125552,0.00125552
190,12775.1,0.98691,0.50514,0.92848,0.80802,0.7322,0.82416,0.50751,1.26234,0.76994,1.08103,0.00125156,0.00125156,0.00125156
191,12842,1.01585,0.51866,0.94014,0.79603,0.74149,0.809,0.49333,1.31734,0.75885,1.1138,0.0012476,0.0012476,0.0012476
192,12908.8,1.00445,0.52354,0.91996,0.80127,0.7677,0.82116,0.49146,1.35576,0.73,1.11784,0.00124364,0.00124364,0.00124364
193,12975.6,0.98295,0.50641,0.93473,0.80639,0.74458,0.81324,0.49278,1.36858,0.76988,1.12453,0.00123968,0.00123968,0.00123968
194,13042.7,0.97856,0.4931,0.92923,0.81814,0.73839,0.81173,0.49578,1.30747,0.75782,1.10734,0.00123572,0.00123572,0.00123572
195,13109.7,0.97918,0.49985,0.92594,0.83887,0.73994,0.82709,0.50986,1.28316,0.71073,1.10085,0.00123176,0.00123176,0.00123176
196,13176.9,0.97061,0.51258,0.92503,0.80316,0.75077,0.82722,0.49486,1.32702,0.7606,1.11235,0.0012278,0.0012278,0.0012278
197,13244,1.00878,0.50119,0.93291,0.84814,0.72621,0.82344,0.50909,1.29957,0.83665,1.09607,0.00122384,0.00122384,0.00122384
198,13311.1,0.98595,0.49423,0.92185,0.79348,0.7732,0.83116,0.50002,1.33831,0.75724,1.11415,0.00121988,0.00121988,0.00121988
199,13378.1,0.96808,0.50988,0.91569,0.82812,0.76075,0.8463,0.51251,1.29512,0.71846,1.09214,0.00121592,0.00121592,0.00121592
200,13444.9,0.96183,0.49901,0.91671,0.83328,0.75697,0.83502,0.50631,1.31259,0.71575,1.1216,0.00121196,0.00121196,0.00121196
201,13512.1,0.96033,0.50296,0.92274,0.79521,0.7322,0.8107,0.4766,1.34445,0.77131,1.12494,0.001208,0.001208,0.001208
202,13579.3,0.96214,0.49366,0.91369,0.81375,0.74398,0.82023,0.50745,1.30443,0.77621,1.09946,0.00120404,0.00120404,0.00120404
203,13646.3,0.98811,0.50327,0.91827,0.84167,0.76006,0.85409,0.52206,1.32398,0.72883,1.11016,0.00120008,0.00120008,0.00120008
204,13713.6,0.94743,0.49337,0.92821,0.76849,0.78019,0.8033,0.48016,1.3651,0.76086,1.11996,0.00119612,0.00119612,0.00119612
205,13780.5,0.93318,0.4913,0.91656,0.83498,0.76761,0.84047,0.49969,1.2908,0.72327,1.08961,0.00119216,0.00119216,0.00119216
206,13847.7,0.97411,0.49337,0.9202,0.81982,0.73994,0.81193,0.50638,1.25697,0.73888,1.08304,0.0011882,0.0011882,0.0011882
207,13915,0.96261,0.50866,0.91566,0.81917,0.75035,0.82131,0.50493,1.27585,0.77595,1.09015,0.00118424,0.00118424,0.00118424
208,13982.3,0.98055,0.51354,0.92581,0.78456,0.76161,0.8174,0.49934,1.28679,0.72376,1.08461,0.00118028,0.00118028,0.00118028
209,14049.3,0.93093,0.48409,0.90456,0.8221,0.76541,0.83441,0.5009,1.32986,0.71377,1.10955,0.00117632,0.00117632,0.00117632
210,14116.1,0.93979,0.4844,0.91927,0.81089,0.76335,0.8438,0.49835,1.32889,0.72457,1.1068,0.00117236,0.00117236,0.00117236
211,14183.2,0.98423,0.49293,0.92642,0.79362,0.74613,0.81867,0.48826,1.31944,0.76507,1.10375,0.0011684,0.0011684,0.0011684
212,14250.2,1.02971,0.51285,0.93524,0.81166,0.78173,0.83279,0.5227,1.23382,0.69149,1.08103,0.00116444,0.00116444,0.00116444
213,14317.1,0.98356,0.4944,0.91496,0.83745,0.75542,0.84235,0.52382,1.24838,0.72925,1.08485,0.00116048,0.00116048,0.00116048
214,14384.4,0.95322,0.48671,0.91491,0.8175,0.76316,0.83855,0.51802,1.2447,0.68379,1.08011,0.00115652,0.00115652,0.00115652
215,14451.2,0.94564,0.48475,0.9183,0.82758,0.74149,0.81694,0.48711,1.33523,0.75747,1.11759,0.00115256,0.00115256,0.00115256
216,14518.4,0.97196,0.48862,0.91852,0.78603,0.76202,0.81769,0.49587,1.31258,0.74384,1.10796,0.0011486,0.0011486,0.0011486
217,14585.5,0.99386,0.48701,0.92706,0.82475,0.74458,0.82607,0.51003,1.29,0.70889,1.09555,0.00114464,0.00114464,0.00114464
218,14652.6,0.94021,0.48397,0.9131,0.81156,0.78019,0.83641,0.51546,1.23658,0.68659,1.0735,0.00114068,0.00114068,0.00114068
219,14719.7,0.89421,0.45984,0.90163,0.84318,0.73242,0.83013,0.51519,1.25862,0.71217,1.08088,0.00113672,0.00113672,0.00113672
220,14786.5,0.9412,0.47493,0.91652,0.81355,0.74458,0.82556,0.50844,1.29313,0.7183,1.09536,0.00113276,0.00113276,0.00113276
221,14853.5,0.94479,0.47505,0.90952,0.8128,0.7595,0.82865,0.5233,1.25592,0.72556,1.08407,0.0011288,0.0011288,0.0011288
222,14920.9,0.96304,0.48581,0.9066,0.83748,0.75851,0.84446,0.5304,1.25962,0.693,1.08805,0.00112484,0.00112484,0.00112484
223,14988.1,0.94562,0.47575,0.90339,0.81511,0.78173,0.84439,0.522,1.26691,0.71779,1.09478,0.00112088,0.00112088,0.00112088
224,15055.2,0.92345,0.46738,0.90659,0.83135,0.74782,0.83487,0.52029,1.27006,0.73441,1.09115,0.00111692,0.00111692,0.00111692
225,15122.4,0.95881,0.47804,0.91758,0.81824,0.7322,0.81974,0.48816,1.35749,0.77658,1.13133,0.00111296,0.00111296,0.00111296
226,15189.7,0.9211,0.46654,0.90651,0.859,0.71671,0.81862,0.51663,1.22748,0.73436,1.08869,0.001109,0.001109,0.001109
227,15256.9,0.95824,0.47406,0.91108,0.80104,0.76471,0.82442,0.5078,1.27681,0.74255,1.09471,0.00110504,0.00110504,0.00110504
228,15323.9,0.91138,0.45451,0.90157,0.84244,0.76006,0.83396,0.52453,1.25592,0.71533,1.08451,0.00110108,0.00110108,0.00110108
229,15391,0.92127,0.4605,0.90987,0.82402,0.75077,0.83354,0.5129,1.32975,0.75184,1.11503,0.00109712,0.00109712,0.00109712
230,15458.1,0.91347,0.46703,0.90997,0.82719,0.74149,0.82463,0.51022,1.27177,0.73563,1.09509,0.00109316,0.00109316,0.00109316
231,15525.3,0.92031,0.46441,0.90554,0.80409,0.73066,0.80501,0.49841,1.27686,0.79218,1.0871,0.0010892,0.0010892,0.0010892
232,15592.8,0.90409,0.46392,0.90586,0.85338,0.76161,0.84827,0.5309,1.2577,0.68208,1.08354,0.00108524,0.00108524,0.00108524
233,15660.4,0.8774,0.44938,0.90213,0.83765,0.7678,0.85219,0.53257,1.26685,0.69587,1.08878,0.00108128,0.00108128,0.00108128
234,15728.1,0.87771,0.44631,0.8895,0.83698,0.75387,0.8354,0.51243,1.32933,0.74991,1.11555,0.00107732,0.00107732,0.00107732
235,15795.1,0.88417,0.44033,0.8978,0.84982,0.74923,0.83561,0.51819,1.26366,0.69151,1.10365,0.00107336,0.00107336,0.00107336
236,15862.1,0.88714,0.4464,0.89627,0.8316,0.75697,0.83678,0.52045,1.25496,0.70695,1.09449,0.0010694,0.0010694,0.0010694
237,15929.1,0.90097,0.44963,0.89934,0.79745,0.78793,0.83695,0.52529,1.25502,0.70385,1.09323,0.00106544,0.00106544,0.00106544
238,15996,0.91279,0.45988,0.90812,0.79028,0.76161,0.81716,0.50501,1.30976,0.74102,1.11328,0.00106148,0.00106148,0.00106148
239,16063.1,0.91194,0.4528,0.89949,0.81188,0.76829,0.82454,0.50702,1.30768,0.73098,1.10053,0.00105752,0.00105752,0.00105752
240,16129.8,0.89238,0.4504,0.90347,0.83407,0.73065,0.81986,0.503,1.29933,0.74254,1.10286,0.00105356,0.00105356,0.00105356
241,16196.6,0.89136,0.45104,0.89945,0.80979,0.78793,0.83849,0.52758,1.25935,0.68763,1.09342,0.0010496,0.0010496,0.0010496
242,16263.5,0.88606,0.43966,0.89392,0.83723,0.75851,0.83362,0.51831,1.25306,0.7147,1.08634,0.00104564,0.00104564,0.00104564
243,16330.5,0.87847,0.43636,0.89264,0.81313,0.76625,0.82969,0.50398,1.26941,0.71735,1.09495,0.00104168,0.00104168,0.00104168
244,16397.6,0.86661,0.4422,0.89573,0.85442,0.72679,0.82899,0.51822,1.24757,0.71433,1.0827,0.00103772,0.00103772,0.00103772
245,16464.4,0.84954,0.43099,0.88532,0.86774,0.70078,0.81347,0.50853,1.26618,0.77013,1.08734,0.00103376,0.00103376,0.00103376
246,16531.5,0.86812,0.45243,0.89593,0.85178,0.73529,0.82469,0.51414,1.24724,0.7064,1.08933,0.0010298,0.0010298,0.0010298
247,16598.4,0.88377,0.46498,0.89383,0.82621,0.74613,0.83,0.51268,1.29387,0.69464,1.10075,0.00102584,0.00102584,0.00102584
248,16665.4,0.91924,0.46565,0.90136,0.79511,0.77492,0.83229,0.51972,1.29159,0.76485,1.09793,0.00102188,0.00102188,0.00102188
249,16732.7,0.87368,0.44895,0.89877,0.82801,0.73779,0.82202,0.51677,1.26781,0.75326,1.09395,0.00101792,0.00101792,0.00101792
250,16799.5,0.89358,0.44017,0.90275,0.84094,0.73656,0.82372,0.52901,1.23488,0.73928,1.07863,0.00101396,0.00101396,0.00101396
251,16866.3,0.90611,0.4564,0.89337,0.7855,0.78483,0.82905,0.51862,1.26896,0.7154,1.07717,0.00101,0.00101,0.00101
252,16933.1,0.88983,0.44512,0.89078,0.79797,0.78173,0.84272,0.52974,1.27754,0.69311,1.0939,0.00100604,0.00100604,0.00100604
253,17000.1,0.87657,0.43996,0.89954,0.85818,0.7291,0.82631,0.51426,1.26243,0.69838,1.09448,0.00100208,0.00100208,0.00100208
254,17067.1,0.87753,0.43582,0.89159,0.82922,0.72601,0.82463,0.51182,1.28117,0.7441,1.10843,0.00099812,0.00099812,0.00099812
255,17133.9,0.82947,0.42283,0.8814,0.83831,0.76935,0.83268,0.52624,1.25562,0.67846,1.08942,0.00099416,0.00099416,0.00099416
256,17200.9,0.85512,0.43441,0.88556,0.77008,0.76316,0.82262,0.52131,1.24633,0.71915,1.08797,0.0009902,0.0009902,0.0009902
257,17267.8,0.881,0.44232,0.88912,0.83657,0.74483,0.83164,0.51036,1.26835,0.69903,1.09919,0.00098624,0.00098624,0.00098624
258,17334.8,0.8572,0.43741,0.8932,0.83325,0.74261,0.82029,0.51222,1.26799,0.72645,1.10059,0.00098228,0.00098228,0.00098228
259,17401.9,0.89513,0.43385,0.89417,0.8121,0.76935,0.83568,0.52427,1.27194,0.67459,1.09901,0.00097832,0.00097832,0.00097832
260,17468.7,0.86401,0.43017,0.88486,0.85801,0.75851,0.84642,0.53215,1.23492,0.67775,1.08332,0.00097436,0.00097436,0.00097436
261,17535.5,0.87884,0.43724,0.89856,0.8397,0.75387,0.83884,0.52668,1.25397,0.70289,1.08573,0.0009704,0.0009704,0.0009704
262,17602.6,0.84794,0.42706,0.89247,0.84073,0.73543,0.83113,0.51684,1.27182,0.68984,1.10368,0.00096644,0.00096644,0.00096644
263,17669.6,0.83977,0.42335,0.88041,0.77326,0.76625,0.82293,0.5023,1.31082,0.7336,1.10219,0.00096248,0.00096248,0.00096248
264,17736.8,0.84462,0.4241,0.88327,0.83045,0.76471,0.83736,0.52887,1.26023,0.69891,1.09738,0.00095852,0.00095852,0.00095852
265,17803.5,0.86714,0.42637,0.8862,0.83004,0.77554,0.84778,0.52782,1.26254,0.68638,1.09757,0.00095456,0.00095456,0.00095456
266,17870.7,0.84208,0.42034,0.8826,0.83632,0.75232,0.83954,0.53421,1.24515,0.73739,1.09001,0.0009506,0.0009506,0.0009506
267,17937.7,0.83551,0.43337,0.87993,0.8189,0.79721,0.84667,0.53175,1.25039,0.69703,1.08818,0.00094664,0.00094664,0.00094664
268,18004.8,0.83717,0.4247,0.87201,0.85571,0.74149,0.83317,0.5263,1.25998,0.69835,1.09409,0.00094268,0.00094268,0.00094268
269,18071.9,0.83372,0.41851,0.87764,0.81987,0.78947,0.85271,0.54238,1.26113,0.69773,1.09789,0.00093872,0.00093872,0.00093872
270,18138.8,0.80055,0.40449,0.87391,0.83009,0.78652,0.85282,0.54003,1.24979,0.70387,1.09366,0.00093476,0.00093476,0.00093476
271,18205.9,0.82008,0.41142,0.87309,0.86868,0.74749,0.84455,0.53816,1.24199,0.72883,1.09158,0.0009308,0.0009308,0.0009308
272,18272.8,0.80558,0.40492,0.86992,0.85455,0.74458,0.8467,0.53092,1.2526,0.72133,1.09548,0.00092684,0.00092684,0.00092684
273,18339.8,0.83688,0.41811,0.87366,0.82237,0.78118,0.8478,0.52888,1.28597,0.69077,1.10373,0.00092288,0.00092288,0.00092288
274,18407,0.81693,0.40699,0.87579,0.8344,0.75659,0.84834,0.52982,1.27964,0.70846,1.10326,0.00091892,0.00091892,0.00091892
275,18473.9,0.82213,0.41006,0.88688,0.84183,0.74768,0.83571,0.51843,1.25968,0.73619,1.09244,0.00091496,0.00091496,0.00091496
276,18540.7,0.80081,0.41006,0.88285,0.84538,0.77554,0.84329,0.53562,1.24519,0.71141,1.0939,0.000911,0.000911,0.000911
277,18607.5,0.81219,0.41024,0.87399,0.80262,0.74909,0.82246,0.51755,1.26117,0.74308,1.10079,0.00090704,0.00090704,0.00090704
278,18674.5,0.79182,0.40305,0.87291,0.82731,0.7678,0.84471,0.52895,1.26591,0.71599,1.10362,0.00090308,0.00090308,0.00090308
279,18741.6,0.79567,0.40708,0.87624,0.83759,0.77437,0.84678,0.5277,1.27764,0.69561,1.1058,0.00089912,0.00089912,0.00089912
280,18808.3,0.81796,0.40735,0.87039,0.85883,0.75542,0.84879,0.52941,1.26902,0.69636,1.10212,0.00089516,0.00089516,0.00089516
281,18875.5,0.82271,0.41582,0.88208,0.84337,0.74923,0.85143,0.53145,1.26607,0.68867,1.10028,0.0008912,0.0008912,0.0008912
282,18942.7,0.82138,0.41346,0.87514,0.86437,0.73375,0.83744,0.53168,1.24502,0.73349,1.09455,0.00088724,0.00088724,0.00088724
283,19009.7,0.81209,0.3986,0.87238,0.81449,0.74923,0.83365,0.52332,1.27237,0.72645,1.10466,0.00088328,0.00088328,0.00088328
284,19076.8,0.8381,0.41755,0.87416,0.82218,0.75232,0.8448,0.53621,1.25753,0.6818,1.10485,0.00087932,0.00087932,0.00087932
285,19143.6,0.82905,0.41631,0.88025,0.82135,0.75542,0.84319,0.52967,1.28572,0.72439,1.10708,0.00087536,0.00087536,0.00087536
286,19210.4,0.81458,0.41045,0.88602,0.83672,0.75359,0.82704,0.51746,1.27669,0.70303,1.11619,0.0008714,0.0008714,0.0008714
287,19277.3,0.87792,0.43658,0.88292,0.80584,0.80341,0.84379,0.53069,1.27913,0.6788,1.10426,0.00086744,0.00086744,0.00086744
288,19344.3,0.80475,0.42012,0.86805,0.85093,0.7678,0.85387,0.53872,1.24983,0.66011,1.0904,0.00086348,0.00086348,0.00086348
289,19411.5,0.7899,0.40915,0.87165,0.8514,0.74499,0.84104,0.52889,1.25719,0.71395,1.0954,0.00085952,0.00085952,0.00085952
290,19478.2,0.78013,0.39736,0.86844,0.86816,0.73391,0.83342,0.52725,1.25737,0.70415,1.09814,0.00085556,0.00085556,0.00085556
291,19545.8,0.78973,0.39987,0.86985,0.84099,0.75697,0.83242,0.51662,1.2667,0.67578,1.09969,0.0008516,0.0008516,0.0008516
292,19612.8,0.78765,0.39018,0.86505,0.8427,0.76006,0.84423,0.5287,1.25398,0.71278,1.08798,0.00084764,0.00084764,0.00084764
293,19679.8,0.81328,0.40539,0.86728,0.84204,0.74303,0.83633,0.52018,1.26399,0.71088,1.09984,0.00084368,0.00084368,0.00084368
294,19746.9,0.80321,0.40177,0.8722,0.82971,0.77554,0.83753,0.52929,1.2543,0.68906,1.0989,0.00083972,0.00083972,0.00083972
295,19813.6,0.78677,0.39486,0.87067,0.84519,0.76471,0.84712,0.53715,1.2603,0.70885,1.09327,0.00083576,0.00083576,0.00083576
296,19880.5,0.79498,0.39667,0.86983,0.84428,0.76377,0.83681,0.53099,1.26623,0.70416,1.09828,0.0008318,0.0008318,0.0008318
297,19947.8,0.80507,0.40118,0.87676,0.82396,0.797,0.84873,0.53932,1.24175,0.68516,1.09278,0.00082784,0.00082784,0.00082784
298,20014.7,0.77785,0.38618,0.86675,0.81135,0.77894,0.84014,0.53226,1.24757,0.67998,1.09028,0.00082388,0.00082388,0.00082388
299,20081.8,0.79059,0.40367,0.8541,0.80156,0.78947,0.84006,0.52432,1.2683,0.67396,1.10132,0.00081992,0.00081992,0.00081992
300,20148.7,0.77906,0.38845,0.87474,0.80792,0.77482,0.84207,0.53349,1.28328,0.72894,1.09875,0.00081596,0.00081596,0.00081596
301,20215.7,0.77528,0.38959,0.86361,0.80869,0.78793,0.84438,0.53454,1.24792,0.70604,1.08722,0.000812,0.000812,0.000812
302,20282.5,0.78872,0.39563,0.86209,0.86319,0.74768,0.84275,0.5379,1.24048,0.69049,1.08336,0.00080804,0.00080804,0.00080804
303,20349.5,0.78086,0.38938,0.87021,0.83043,0.7709,0.84904,0.52572,1.2632,0.69469,1.09675,0.00080408,0.00080408,0.00080408
304,20416.6,0.78342,0.38379,0.86344,0.84642,0.76006,0.84746,0.52984,1.27622,0.69796,1.09953,0.00080012,0.00080012,0.00080012
305,20483.5,0.75435,0.38106,0.8588,0.83727,0.76625,0.84374,0.52865,1.26097,0.69397,1.0946,0.00079616,0.00079616,0.00079616
306,20550.6,0.77299,0.38335,0.8583,0.85816,0.75851,0.84876,0.52723,1.22953,0.67535,1.08234,0.0007922,0.0007922,0.0007922
307,20617.7,0.76575,0.38526,0.86458,0.84311,0.75697,0.8489,0.53629,1.23707,0.68311,1.08795,0.00078824,0.00078824,0.00078824
308,20684.7,0.77531,0.38697,0.85918,0.83417,0.79426,0.85139,0.53324,1.24497,0.65437,1.09008,0.00078428,0.00078428,0.00078428
309,20751.8,0.74319,0.37914,0.85612,0.81997,0.79102,0.84918,0.53434,1.24995,0.67084,1.08957,0.00078032,0.00078032,0.00078032
310,20818.6,0.75235,0.37637,0.86332,0.85257,0.75193,0.84285,0.53229,1.2577,0.687,1.09663,0.00077636,0.00077636,0.00077636
311,20885.7,0.75596,0.37872,0.85848,0.85451,0.74303,0.84325,0.53808,1.22818,0.68764,1.09166,0.0007724,0.0007724,0.0007724
312,20952.5,0.77498,0.38629,0.86526,0.85549,0.76058,0.84924,0.53734,1.23533,0.68282,1.08754,0.00076844,0.00076844,0.00076844
313,21019.5,0.76885,0.37832,0.85819,0.83125,0.76316,0.84007,0.53717,1.25482,0.71362,1.08958,0.00076448,0.00076448,0.00076448
314,21086.6,0.76669,0.37812,0.84843,0.83997,0.76377,0.83966,0.52499,1.2593,0.68266,1.09682,0.00076052,0.00076052,0.00076052
315,21153.6,0.78266,0.38741,0.86752,0.85649,0.73375,0.8355,0.53186,1.26257,0.70355,1.10098,0.00075656,0.00075656,0.00075656
316,21220.9,0.77555,0.38288,0.8584,0.84316,0.7573,0.84471,0.5397,1.23746,0.69523,1.08812,0.0007526,0.0007526,0.0007526
317,21288,0.74582,0.37895,0.86009,0.82632,0.79567,0.84663,0.5403,1.23278,0.67927,1.08456,0.00074864,0.00074864,0.00074864
318,21355.2,0.73941,0.37255,0.85102,0.84086,0.77702,0.84545,0.53872,1.24065,0.71328,1.08302,0.00074468,0.00074468,0.00074468
319,21422.4,0.77015,0.38605,0.86925,0.8754,0.74303,0.84714,0.54197,1.22682,0.68718,1.0822,0.00074072,0.00074072,0.00074072
